Capitão América: Guerra Civil,2016,N/A
Doutro Estranho,2016,N/A
Guardiões da Galáxia 2,2017,N/A
Homem-Aranha: De Volta ao Lar,2017,N/A
Thor: Ragnarok,2017,N/A
Pantera Negra,2018,N/A
Vingadores: Guerra Infinita,2018,N/A
Homem-Formiga e a Vespa,2018,N/A
Capitã Marvel,2019,N/A
Vingadores: Ultimato,2019,N/A
Homem-Aranha: Longe de Casa,2019,N/A
