Homem de Ferro 3,2013,3.0
Thor: O Mundo Sombrio,2013,7.0
Capitão América: O Soldado Inverna,2014,10.0
Guardiões da Galáxia,2014,7.0
Vingadores: Era de Ulton,2015,6.0
Homem-Formiga,2015,5.0
